Code,Yahoo ticker,Name,Full name,Industry code,Issued shares,Market,Industry,Asset type,Fund type,Detailed industry,Investment theme,Supply-chain role
00632R,00632R.TW,元大台灣50反1,元大ETF傘型證券投資信託基金之台灣50單日反向1倍證券投資信託基金,ETF,2708707730,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00633L,00633L.TW,富邦上証正2,富邦中國ETF傘型證券投資信託基金之富邦上証180單日正向兩倍證券投資信託基金,ETF,116958000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00634R,00634R.TW,富邦上証反1,富邦中國ETF傘型證券投資信託基金之富邦上証180單日反向一倍證券投資信託基金,ETF,42756000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00637L,00637L.TW,元大滬深300正2,元大滬深300傘型證券投資信託基金之滬深300單日正向2倍證券投資信託基金,ETF,742106000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00638R,00638R.TW,元大滬深300反1,元大滬深300傘型證券投資信託基金之滬深300單日反向1倍證券投資信託基金,ETF,22948000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00640L,00640L.TW,富邦日本正2,富邦日本ETF傘型證券投資信託基金之富邦日本東証單日正向兩倍證券投資信託基金,ETF,6419000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00641R,00641R.TW,富邦日本反1,富邦日本ETF傘型證券投資信託基金之富邦日本東証單日反向一倍證券投資信託基金,ETF,92258000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00647L,00647L.TW,元大S&amp;P500正2,元大標普500傘型證券投資信託基金之標普500單日正向2倍證券投資信託基金,ETF,6416000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00648R,00648R.TW,元大S&amp;P500反1,元大標普500傘型證券投資信託基金之標普500單日反向1倍證券投資信託基金,ETF,142688000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00650L,00650L.TW,復華香港正2,復華香港ETF傘型證券投資信託基金之復華恒生單日正向二倍證券投資信託基金,ETF,96838000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00651R,00651R.TW,復華香港反1,復華香港ETF傘型證券投資信託基金之復華恒生單日反向一倍證券投資信託基金,ETF,32192000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00653L,00653L.TW,富邦印度正2,富邦印度ETF傘型證券投資信託基金之富邦印度NIFTY單日正向兩倍證券投資信託基金,ETF,12903000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00654R,00654R.TW,富邦印度反1,富邦印度ETF傘型證券投資信託基金之富邦印度NIFTY單日反向一倍證券投資信託基金,ETF,19466000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00655L,00655L.TW,國泰中國A50正2,國泰A50傘型證券投資信託基金之富時中國A50單日正向2倍證券投資信託基金,ETF,57958000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00656R,00656R.TW,國泰中國A50反1,國泰A50傘型證券投資信託基金之富時中國A50單日反向1倍證券投資信託基金,ETF,20357000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00663L,00663L.TW,國泰臺灣加權正2,國泰臺指ETF傘型證券投資信託基金之臺灣加權指數單日正向2倍證券投資信託基金,ETF,158663000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00664R,00664R.TW,國泰臺灣加權反1,國泰臺指ETF傘型證券投資信託基金之臺灣加權指數單日反向1倍證券投資信託基金,ETF,841075000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00665L,00665L.TW,富邦恒生國企正2,富邦恒生國企ETF傘型證券投資信託基金之富邦恒生國企單日正向兩倍證券投資信託基金,ETF,403965000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00666R,00666R.TW,富邦恒生國企反1,富邦恒生國企ETF傘型證券投資信託基金之富邦恒生國企單日反向一倍證券投資信託基金,ETF,13624000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00669R,00669R.TW,國泰美國道瓊反1,國泰美國ETF傘型證券投資信託基金之道瓊工業平均指數單日反向1倍證券投資信託基金,ETF,205117000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00670L,00670L.TW,富邦NASDAQ正2,富邦NASDAQ-100 ETF 傘型證券投資信託基金之富邦NASDAQ-100單日正向兩倍證券投資信託基金,ETF,77145000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00671R,00671R.TW,富邦NASDAQ 反1,富邦NASDAQ-100 ETF傘型證券投資信託基金之富邦NASDAQ-100 單日反向一倍證券投資信託基金,ETF,520884000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00675L,00675L.TW,FB臺灣加權正2,富邦臺灣加權ETF傘型證券投資信託基金之富邦臺灣加權單日正向兩倍證券投資信託基金,ETF,113786000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00676R,00676R.TW,富邦臺灣加權反1,富邦臺灣加權ETF傘型證券投資信託基金之富邦臺灣加權單日反向一倍證券投資信託基金,ETF,188333683,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00683L,00683L.TW,期元大美元指正2(原名：元大美元指數正2),元大標普美元指數傘型期貨信託基金之元大標普美元ER單日正向2倍指數股票型期貨信託基金,ETF,11434000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00684R,00684R.TW,期元大美元指反1(原名：元大美元指數反1),元大標普美元指數傘型期貨信託基金之元大標普美元ER單日反向1倍指數股票型期貨信託基金,ETF,9688000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00685L,00685L.TW,群益臺灣加權正2,群益臺灣加權指數ETF傘型證券投資信託基金之群益臺灣加權指數單日正向2倍證券投資信託基金,ETF,6164336000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00686R,00686R.TW,群益臺灣加權反1,群益臺灣加權指數ETF傘型證券投資信託基金之群益臺灣加權指數單日反向1倍證券投資信託基金,ETF,253776000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00706L,00706L.TW,期元大S&amp;P日圓正2(原名：元大S&amp;P日圓正2),元大標普金日傘型期貨信託基金之元大標普日圓ER單日正向2倍指數股票型期貨信託基金,ETF,131270853,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00707R,00707R.TW,期元大S&amp;P日圓反1(原名：元大S&amp;P日圓反1),元大標普金日傘型期貨信託基金之元大標普日圓ER單日反向1倍指數股票型期貨信託基金,ETF,5855000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00715L,00715L.TW,期街口布蘭特正2,街口標普高盛布蘭特原油ER單日正向2倍指數股票型期貨信託基金,ETF,88191793,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00753L,00753L.TW,中信中國50正2,中國信託中國外資自由投資50不含A及B股傘型ETF證券投資信託基金之中國信託MSCI中國外資自由投資50不含A及B股單日正向2倍ETF證券投資信託基金,ETF,661157000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
00852L,00852L.TW,國泰美國道瓊正2,國泰道瓊工業平均指數單日正向2倍證券投資信託基金,ETF,8365000,上市,槓桿／反向 ETF,ETF,槓桿/反向指數股票型基金,槓桿／反向 ETF,槓桿／反向 ETF,ETF 投資工具
006205,006205.TW,富邦上証,富邦上証180證券投資信託基金,ETF,94272000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
006206,006206.TW,元大上證50,元大中國傘型證券投資信託基金之上證50證券投資信託基金,ETF,26778000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
006207,006207.TW,復華滬深,復華滬深300 A股證券投資信託基金,ETF,20892000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00625K,00625K.TW,富邦上証+R,富邦上証180證券投資信託基金-加掛人民幣ETF受益憑證-國外成份/加掛外幣證券指數股票型基金,ETF,333000,上市,海外股票 ETF,ETF,國外成份/加掛外幣證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00636,00636.TW,國泰中國A50,國泰富時中國A50證券投資信託基金,ETF,94946000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00636K,00636K.TW,國泰中國A50+U,國泰富時中國A50證券投資信託基金(加掛美元受益憑證)-國外成份/加掛外幣證券指數股票型基金,ETF,62100,上市,海外股票 ETF,ETF,國外成份/加掛外幣證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00639,00639.TW,富邦深100,富邦深証100證券投資信託基金,ETF,95903000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00643,00643.TW,群益深証中小,群益深証中小１００證券投資信託基金,ETF,72700000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00643K,00643K.TW,群益深証中小+R,群益深証中小１００證券投資信託基金加掛—人民幣ETF受益憑證-國外成份/加掛外幣證券指數股票型基金,ETF,197000,上市,海外股票 ETF,ETF,國外成份/加掛外幣證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00645,00645.TW,富邦日本,富邦日本東証證券投資信託基金,ETF,42997000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00646,00646.TW,元大S&amp;P500,元大標普500傘型證券投資信託基金之標普500證券投資信託基金,ETF,603485000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00652,00652.TW,富邦印度,富邦印度ETF傘型證券投資信託基金之富邦印度NIFTY證券投資信託基金,ETF,61035000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00657,00657.TW,國泰日經225,國泰日本ETF傘型證券投資信託基金之日經225證券投資信託基金,ETF,6113000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00657K,00657K.TW,國泰日經225+U,國泰日本ETF傘型證券投資信託基金之日經225證券投資信託基金(加掛美元受益憑證)-國外成份/加掛外幣證券指數股票型基金,ETF,29900,上市,海外股票 ETF,ETF,國外成份/加掛外幣證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00660,00660.TW,元大歐洲50,元大已開發國家傘型證券投資信託基金之元大歐洲50證券投資信託基金,ETF,7531000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00661,00661.TW,元大日經225,元大已開發國家傘型證券投資信託基金之元大日經225證券投資信託基金,ETF,23425000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00662,00662.TW,富邦NASDAQ,富邦NASDAQ-100證券投資信託基金,ETF,900529000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00668,00668.TW,國泰美國道瓊,國泰美國ETF傘型證券投資信託基金之道瓊工業平均指數證券投資信託基金,ETF,7558000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00668K,00668K.TW,國泰美國道瓊+U,國泰道瓊工業平均指數證券投資信託基金(加掛美元受益憑證)-國外成份/加掛外幣證券指數股票型基金,ETF,10500,上市,海外股票 ETF,ETF,國外成份/加掛外幣證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00678,00678.TW,群益那斯達克生技,群益那斯達克生技證券投資信託基金,ETF,8948000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00700,00700.TW,富邦恒生國企,富邦恒生國企ETF證券投資信託基金,ETF,31983000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00702,00702.TW,國泰標普低波高息,國泰低波動ETF傘型證券投資信託基金之美國標普500低波動高股息證券投資信託基金,ETF,6688000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00703,00703.TW,台新MSCI中國,台新MSCI新興市場國家傘型ETF證券投資信託基金之台新MSCI中國證券投資信託基金,ETF,9550000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00709,00709.TW,富邦歐洲,富邦富時歐洲ETF證券投資信託基金,ETF,14960000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00712,00712.TW,復華富時不動產,復華全球收益ETF傘型證券投資信託基金之復華富時不動產證券化證券投資信託基金,ETF,4971511000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00714,00714.TW,群益道瓊美國地產,群益道瓊美國地產ETF證券投資信託基金,ETF,20067000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00717,00717.TW,富邦美國特別股,富邦標普美國特別股ETF證券投資信託基金,ETF,119605000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00735,00735.TW,國泰臺韓科技,國泰趨勢ETF傘型證券投資信託基金之臺韓科技證券投資信託基金,ETF,125289000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00736,00736.TW,國泰新興市場,國泰趨勢ETF傘型證券投資信託基金之富時新興市場證券投資信託基金,ETF,6727000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00737,00737.TW,國泰AI機器人,國泰趨勢ETF傘型證券投資信託基金之納斯達克全球人工智慧及機器人證券投資信託基金,ETF,22538000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
